email_id,thread_id,subject,customer_name,customer_tier,received_at,sla_due_at,email_text,category,priority,department,sentiment,spam,urgency,escalation_required,draft_response
email-00185,thread-0838,Customer audit evidence request,Northwind Logistics,strategic,2026-03-22T01:32:30.825268+00:00,2026-03-22T02:32:30.825268+00:00,Potential data exposure reported by a client; please investigate within the hour. We have followed up multiple times and still do not have resolution. Please get back to us within one business day. Our account tier is strategic.,security,critical,security,frustrated,0,medium,1,"Hello Northwind Logistics,

Our security team has reviewed your security request. We have marked it as critical priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02773,thread-0631,Customer audit evidence request,Redwood Telecom,enterprise,2026-03-21T08:48:30.910500+00:00,2026-03-21T16:48:30.910500+00:00,Potential data exposure reported by a client; please investigate within the hour. Kindly confirm receipt and ownership. Immediate action is required in the next hour to prevent severe impact. Our account tier is enterprise.,security,high,security,neutral,0,critical,1,"Hello Redwood Telecom,

Our security team has reviewed your security request. We have marked it as high priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00669,thread-0502,Request for enterprise pricing and demo,Acme Health,free,2026-03-27T20:45:30.842632+00:00,2026-03-28T20:45:30.842632+00:00,Our CTO wants a demo this week before budget approval closes. Looking forward to your update. Immediate action is required in the next hour to prevent severe impact. Our account tier is free.,sales,medium,sales,neutral,0,critical,0,"Hello Acme Health,

Our sales team has reviewed your sales request. We have marked it as medium priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02548,thread-1406,Integration issue delaying shipments,Redwood Telecom,strategic,2026-03-15T09:08:30.903231+00:00,2026-03-15T10:08:30.903231+00:00,Our executive briefing requires updated operational KPIs before 4 PM. We have followed up multiple times and still do not have resolution. This needs to be addressed before end of day to avoid customer impact. Our account tier is strategic.,operations,critical,operations,frustrated,0,high,1,"Hello Redwood Telecom,

Our operations team has reviewed your operations request. We have marked it as critical priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03364,thread-1330,Co-marketing integration opportunity,Evercore Media,pro,2026-03-04T17:27:30.939613+00:00,2026-03-07T17:27:30.939613+00:00,Our business development team is exploring reseller terms for Q4. Looking forward to your update. Please get back to us within one business day. Our account tier is pro.,partnership,low,partnerships,neutral,0,medium,0,"Hello Evercore Media,

Our partnerships team has reviewed your partnership request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04640,thread-1965,Guaranteed profit opportunity,BluePeak Energy,free,2026-03-12T19:18:30.984883+00:00,2026-03-15T19:18:30.984883+00:00,"Exclusive crypto mining partnership, act immediately to double your income.",sales,low,sales,negative,1,low,0,No response required. Mark as spam and quarantine sender.
email-03184,thread-0091,Platform outage affecting user access,Evercore Media,enterprise,2026-03-23T10:22:30.933641+00:00,2026-03-24T10:22:30.933641+00:00,Attachments are not syncing across devices after the recent release. Overall we have had a good experience so far. This needs to be addressed before end of day to avoid customer impact. Our account tier is enterprise.,technical_support,medium,support,positive,0,high,0,"Hello Evercore Media,

Our support team has reviewed your technical support request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04142,thread-0998,Benefits enrollment correction,Greenline Capital,enterprise,2026-03-17T12:25:30.970458+00:00,2026-03-18T12:25:30.970458+00:00,Please update the employee parental leave policy linked in the handbook. Please advise on next steps. Please get back to us within one business day. Our account tier is enterprise.,human_resources,medium,people_ops,neutral,0,medium,0,"Hello Greenline Capital,

Our people_ops team has reviewed your human resources request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01950,thread-0028,Customer audit evidence request,Greenline Capital,strategic,2026-03-11T16:20:30.886187+00:00,2026-03-11T17:20:30.886187+00:00,We detected suspicious login attempts from multiple regions and need incident support. This is unacceptable and we need leadership involved if not fixed now. Please get back to us within one business day. Our account tier is strategic.,security,critical,security,frustrated,0,medium,1,"Hello Greenline Capital,

Our security team has reviewed your security request. We have marked it as critical priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02988,thread-0594,Policy update request,Evercore Media,pro,2026-03-07T14:37:30.928310+00:00,2026-03-08T14:37:30.928310+00:00,Please update the employee parental leave policy linked in the handbook. Please advise on next steps. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,human_resources,medium,people_ops,neutral,0,high,0,"Hello Evercore Media,

Our people_ops team has reviewed your human resources request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01225,thread-1332,Executive reporting support needed,Acme Health,enterprise,2026-03-04T16:35:30.860290+00:00,2026-03-05T16:35:30.860290+00:00,A warehouse integration is failing and shipments are stuck in pending status. Looking forward to your update. Please get back to us within one business day. Our account tier is enterprise.,operations,medium,operations,neutral,0,medium,0,"Hello Acme Health,

Our operations team has reviewed your operations request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02487,thread-0267,Confidential HR escalation,Northwind Logistics,pro,2026-03-14T12:05:30.901257+00:00,2026-03-15T12:05:30.901257+00:00,We need help correcting benefits enrollment for a new hire. We appreciate the partnership and your responsiveness. Immediate action is required in the next hour to prevent severe impact. Our account tier is pro.,human_resources,medium,people_ops,positive,0,critical,0,"Hello Northwind Logistics,

Our people_ops team has reviewed your human resources request. We have marked it as medium priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
